title,location,company,department,link,mission,requirements,benefits,scrape_timestamp,first_seen,last_seen,active
"Sr. Thermal Engineer - Spacecraft Analysis, AI Satellites (Starmind)","Bastrop, TX",SpaceX,Engineering - Aerospace & Mechanical,https://boards.greenhouse.io/spacex/jobs/8647000002?gh_jid=8647000002,"Own the vehicle-level thermal model for Starmind satellites
Define environments across entire vehicle lifecycle, including ground test, launch, operations, and disposal
Drive heat-rejection architecture trades: radiator area, mass, optical properties, heater/survival power
Own the system thermal budget: dissipation allocation, heater loads, min/max temps vs. limits
Own integrated TVAC/thermal balance tests from inputs, to pre-test prediction, instrumentation selection, live test support, through post-test correlation.
Define component-level thermal inputs for qualification, reliability, and acceptance testing.
Evaluate on-orbit performance to improve model accuracy, drive key hardware upgrades, and increase operational efficiency
Automate analysis workflows for re-running trades as designs and environments change","Bachelor’s degree in mechanical, aerospace, or a related engineering discipline
5+ years of professional experience in thermal analysis
PREFERRED SKILLS AND EXPERIENCE:
Master’s degree in mechanical, aerospace, or a related engineering discipline
Spacecraft or high-power vehicle-level thermal-fluid modeling in Thermal Desktop, SINDA/FLUINT (or equivalent)
Steady-state and transient analysis under varied environments, workloads and thermal control modes
Hands on hardware TVAC/thermal testing inclusive of instrumentation selection and model correlation
Selection of materials and finishes for thermal performance in orbital environments
Scripting analysis workflows and post-processing (Python preferred)","Ability to work extended hours or weekends as needed for mission critical deadlines
Some travel may occasionally be required
ITAR REQUIREMENTS:
To conform to U.S. Government export regulations, applicant must be a (i) U.S. citizen or national, (ii) U.S. lawful, permanent resident (aka green card holder), (iii) Refugee under 8 U.S.C. § 1157, or (iv) Asylee under 8 U.S.C. § 1158, or be eligible to obtain the required authorizations from the U.S. Department of State. Learn more about the ITAR here.
SpaceX is an Equal Opportunity Employer; employment with SpaceX is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected status.
Applicants wishing to view a copy of SpaceX’s Affirmative Action Plan for veterans and individuals with disabilities, or applicants requiring reasonable accommodation to the application/interview process should reach out to EEOCompliance@spacex.com.
Create a Job Alert
Interested in building your career at",2026-09-14_15-21-37,2026-09-14,2026-09-14,True
"Sr. Thermal Engineer, Thermal & Fluid Analysis (Starship)","Hawthorne, CA",SpaceX,Engineering - Aerospace & Mechanical,https://boards.greenhouse.io/spacex/jobs/8562361002?gh_jid=8562361002,"Own thermal design of spacecraft, launch vehicles, and hardware, from initial high-level analysis down to validation of performance with ground tests, flight, and orbital data.
Automate workflow above to reduce engineering investment in per-mission analysis.
Pursue performance/robustness improvements.
Pursue operational simplicity and seek to reduce burden on other groups at SpaceX.
Produce quality documentation of your work to reduce miss-rate and improve efficiency.","Bachelor's degree in an engineering discipline.
5+ years of professional experience using engineering simulation software such as MATLAB.
PREFERRED SKILLS AND EXPERIENCE:
Master’s degree in an engineering discipline.
5+ years professional experience with thermal or fluid analysis.
Strong understanding of spacecraft and/or launch vehicle systems.
Experience with 0-D and 1-D thermal/fluid networks.
Experience with Thermal Desktop and/or ANSYS Workbench.
Working knowledge of scripting languages (specifically Python).
Excellent oral and written communication skills.
Ability to deliver against an aggressive schedule.","Must be available to work extended hours and weekends as needed.
Pay range:
Thermal Engineer/Senior: $130,000 - $180,000/per year
Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience.
Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will be eligible for 10 or more paid holidays per year. Employees accrue paid sick leave pursuant to Company policy which satisfies or exceeds the accrual, carryover, and use requirements of the law.
ITAR REQUIREMENTS:
To conform to U.S. Government export regulations, appli",2026-09-14_15-21-39,2026-09-14,2026-09-14,True
"Sr. Tooling Design Engineer, Investment Casting","Bastrop, TX",SpaceX,Engineering - Aerospace & Mechanical,https://boards.greenhouse.io/spacex/jobs/8493185002?gh_jid=8493185002,"Design high-precision wax injection molds and ceramic core injection molds for complex turbine blades and vanes
Interpret and enable mold filling simulations and apply first-principles analysis to optimize gating, venting, cooling, and shrinkage compensation
Account for multi-stage shrinkage (wax, ceramic, and alloy) to consistently meet stringent dimensional and metallurgical requirements
Own tooling designs from concept through tryout, qualification, and production release
Collaborate closely casting engineers, materials scientists, and vendors to troubleshoot tooling-related casting defects and improve yield
Apply advanced GD&T and tolerance stack-up analysis to complex airfoil geometries
Support design for manufacturability (DFM) initiatives to enable high-rate production while maintaining quality and cost targets
Interface with internal manufacturing teams and external tooling vendors to ensure designs are successfully translated into reliable production tooling
Drive continuous improvement of tooling standards, materials, and maintenance practices for high-volume casting operations","Bachelor’s degree in mechanical engineering, manufacturing engineering, or an engineering discipline
5+ years of professional experience designing high-precision injection molds for wax patterns or ceramics
PREFERRED SKILLS AND EXPERIENCE:
Demonstrated success taking complex tooling from design through production qualification
Direct experience designing molds used in the production of turbine blades and vanes
Experience with Siemens NX
Experience with injection molding simulation software
In-depth knowledge of wax and ceramic material behavior, rheology, and processing
Deep understanding of the investment casting process and associated shrinkage/ distortion mechanisms
Experience working in a fast-paced, high-mix manufacturing environment
Hands-on experience supporting mold tryouts and casting process development
Experience with manufacturing tooling, including CNC and mold making","Willingness to work extended hours and weekends when required to support hardware delivery and production campaigns
Must be willing to travel (up to 25%) to external suppliers and other SpaceX facilities
ITAR REQUIREMENTS:
To conform to U.S. Government export regulations, applicant must be a (i) U.S. citizen or national, (ii) U.S. lawful, permanent resident (aka green card holder), (iii) Refugee under 8 U.S.C. § 1157, or (iv) Asylee under 8 U.S.C. § 1158, or be eligible to obtain the required authorizations from the U.S. Department of State. Learn more about the ITAR here.
SpaceX is an Equal Opportunity Employer; employment with SpaceX is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected status.
Applicants wishing to view a copy of SpaceX’s Affirmative Action Plan for veterans and individuals with disabilities, or applicants requiring reasonable accommodation to the application/interview process should reach out to EEO",2026-09-14_15-21-40,2026-09-14,2026-09-14,True
"Sr. Tooling Designer, Injection Molding","Bastrop, TX",SpaceX,Manufacturing - Other Manufacturing,https://boards.greenhouse.io/spacex/jobs/8633924002?gh_jid=8633924002,"Own parting line development and surfacing of in-house molds and components
Responsible for all design for manufacturability (DFM) studies on plastic injection molded components
Own and manage the feasibility and surfacing of critical mold components
Interpret mold filling simulations and cooling analyses to drive feasibility and tool design
Design tools to be manufactured in-house
Support external tool designs and attend mold trials at vendor shops
Ensure designs are safe, effective, and manufacturable","5+ years of professional experience as a designer
3+ years of feasibility and mold flow analysis
Experience with Siemens NX
Experience with designing injection molds
PREFERRED SKILLS AND EXPERIENCE:
Extensive knowledge of standard mold components
Experience with hot runner systems
Knowledge of mold flow analysis
Experience with multi-shot, compression and other tooling
Knowledge of drafting practices and principles
Understanding of strength of materials, automation, part assembly and process control techniques","Must be willing to work extended hours and weekends as needed
Must be willing to travel (up to 25%) to external suppliers and other SpaceX facilities
ITAR REQUIREMENTS:
To conform to U.S. Government export regulations, applicant must be a (i) U.S. citizen or national, (ii) U.S. lawful, permanent resident (aka green card holder), (iii) Refugee under 8 U.S.C. § 1157, or (iv) Asylee under 8 U.S.C. § 1158, or be eligible to obtain the required authorizations from the U.S. Department of State. Learn more about the ITAR here.
SpaceX is an Equal Opportunity Employer; employment with SpaceX is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected status.
Applicants wishing to view a copy of SpaceX’s Affirmative Action Plan for veterans and individuals with disabilities, or applicants requiring reasonable accommodation to the application/interview process should reach out to EEOCompliance@spacex.com.
Create a Job Alert
Interested i",2026-09-14_15-21-41,2026-09-14,2026-09-14,True
"Sr. Tooling Engineer, Plastic Injection Molding (Starlink)","Bastrop, TX",SpaceX,Engineering - Aerospace & Mechanical,https://boards.greenhouse.io/spacex/jobs/8574347002?gh_jid=8574347002,"Lead the development of new plastic injection tooling projects to meet a wide range of product performance and cosmetic requirements
Lead and refine the design for manufacturing process by collaborating with supply management, product design, industrial design, and manufacturing engineering groups on material selection, design feasibility, and aesthetics of new plastic part and tooling designs
Research and identify new materials, manufacturing technologies, and finish options
Inform estimations of prototype and production manufacturing costs - tooling, secondary assembly, secondary finishing, and piece part
Participate in supplier audits and final supplier selection
Write prototype/development tooling request for quotes (RFQs)
Publish and maintain a live master tooling schedule
Conduct final approval for tooling design by performing DFM with supplier, including reviewing draft, gating strategy, Moldflow, and Mold Warp analysis
Review and approve prototype/development tool designs, and tooling maintenance procedures
Track suppliers' weekly build progress while participating in T1 samples
Conduct final approval for releasing tooling to production teams by assessing part quality at to","Bachelor’s degree in mechanical, materials engineering or other engineering discipline; OR 10+ years of professional experience engineering injection mold tools in lieu of a degree
5+ years of professional experience in direct hands-on injection mold design and/or injection mold construction
PREFERRED SKILLS AND EXPERIENCE:
10+ years of experience in direct hands-on injection mold design and/or injection mold construction
Detailed understanding of plastics molding-related process variables and their impact on throughput, quality, and yield rate
Strong to expert-level 3D CAD skills, including advanced surfacing and large assemblies
Siemens NX fluency or must be able to learn and adopt it quickly as it will be the design package used
Knowledge and experience in scientific molding/RJG molding
Strong experience in setting up and performing detailed mold simulations (Autodesk Moldflow)","Willingness to travel to other SpaceX sites and/or vendors for extended periods of time (~ 50% of the time) including international
Ability to lift up to 40 Ibs unassisted
Standing and/or walking for long periods of time
Willingness to work long hours and weekends as necessary to accommodate manufacturing and test campaigns
ITAR REQUIREMENTS:
To conform to U.S. Government export regulations, applicant must be a (i) U.S. citizen or national, (ii) U.S. lawful, permanent resident (aka green card holder), (iii) Refugee under 8 U.S.C. § 1157, or (iv) Asylee under 8 U.S.C. § 1158, or be eligible to obtain the required authorizations from the U.S. Department of State. Learn more about the ITAR here.
SpaceX is an Equal Opportunity Employer; employment with SpaceX is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected status.
Applicants wishing to view a copy of SpaceX’s Affirmative Action Plan for veterans and individuals with d",2026-09-14_15-21-42,2026-09-14,2026-09-14,True
Sr. Trajectory Analysis Engineer (Starship),"Starbase, TX",SpaceX,Engineering - Software & Analytics,https://boards.greenhouse.io/spacex/jobs/8584829002?gh_jid=8584829002,"Analyze launch vehicle trajectories and vehicle performance in the presence of faults
Find creative flight plan solutions to enable mission objectives, while maintaining safe vehicle operation
Generate and submit flight safety deliverables
Produce and present trajectory analysis products for internal and external partners
Interface with internal operations teams, flight reliability teams, hardware teams, and external regulatory partners such as the FAA.
Engage in multi-disciplinary vehicle systems investigations to motivate mission design, vehicle architecture, and analysis methodologies
Develop and evaluate flight termination system mission rules
Support launch and mission operations of vehicles that you enabled
Conduct flight data review
Automate mission-to-mission trajectory analysis product generation","Bachelor's degree in physics or an engineering discipline AND 5+ years of professional experience
Experience with orbital mechanics, classical dynamics, modeling, and simulation
Experience with the software languages Python or C++
PREFERRED SKILLS AND EXPERIENCE:
5+ years of professional experience in trajectory analysis and aerodynamics
Demonstrated project or professional experience in launch vehicle and/or spacecraft systems
Capable of solving complex problems with little to no supervision on schedule as an individual or as a member of an integrated team
Experience with system trades and first-hand knowledge of how requirements tie hardware to larger systems
Passion for advancing the commercial space industry and human spaceflight
Excellent communication skills both written and verbal","Must be willing to work extended hours and/or weekends as needed
ITAR REQUIREMENTS:
To conform to U.S. Government export regulations, applicant must be a (i) U.S. citizen or national, (ii) U.S. lawful, permanent resident (aka green card holder), (iii) Refugee under 8 U.S.C. § 1157, or (iv) Asylee under 8 U.S.C. § 1158, or be eligible to obtain the required authorizations from the U.S. Department of State. Learn more about the ITAR here.
SpaceX is an Equal Opportunity Employer; employment with SpaceX is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected status.
Applicants wishing to view a copy of SpaceX’s Affirmative Action Plan for veterans and individuals with disabilities, or applicants requiring reasonable accommodation to the application/interview process should reach out to EEOCompliance@spacex.com.
Create a Job Alert
Interested in building your career at SpaceX? Get future opportunities sent straight to your emai",2026-09-14_15-21-43,2026-09-14,2026-09-14,True
Sr. Trajectory Analysis Engineer (Starship),"Hawthorne, CA",SpaceX,Engineering - Software & Analytics,https://boards.greenhouse.io/spacex/jobs/8584754002?gh_jid=8584754002,"Analyze launch vehicle trajectories and vehicle performance in the presence of faults
Find creative flight plan solutions to enable mission objectives, while maintaining safe vehicle operation
Generate and submit flight safety deliverables
Produce and present trajectory analysis products for internal and external partners
Interface with internal operations teams, flight reliability teams, hardware teams, and external regulatory partners such as the FAA.
Engage in multi-disciplinary vehicle systems investigations to motivate mission design, vehicle architecture, and analysis methodologies
Develop and evaluate flight termination system mission rules
Support launch and mission operations of vehicles that you enabled
Conduct flight data review
Automate mission-to-mission trajectory analysis product generation","Bachelor's degree in physics or an engineering discipline AND 5+ years of professional experience
Experience with orbital mechanics, classical dynamics, modeling, and simulation
Experience with the software languages Python or C++
PREFERRED SKILLS AND EXPERIENCE:
5+ years of professional experience in trajectory analysis and aerodynamics
Demonstrated project or professional experience in launch vehicle and/or spacecraft systems
Capable of solving complex problems with little to no supervision on schedule as an individual or as a member of an integrated team
Experience with system trades and first-hand knowledge of how requirements tie hardware to larger systems
Passion for advancing the commercial space industry and human spaceflight
Excellent communication skills both written and verbal","Must be willing to work extended hours and/or weekends as needed
Pay range:
Trajectory Analysis Engineer/Senior: $140,000.00 - $205,000.00/per year
Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience.
Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short & long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation & will be eligible for 10 or more paid holidays per year. Exempt employees are eligible for 5 days of sick leave per year.
ITAR REQUIREMENTS:
To conform to U.S. Government export regulations, applicant must be a (i) U.S. citizen or national, (ii)",2026-09-14_15-21-44,2026-09-14,2026-09-14,True
Sr. Treasury Analyst,"Hawthorne, CA",SpaceX,Corporate - Finance & Accounting,https://boards.greenhouse.io/spacex/jobs/8643595002?gh_jid=8643595002,"Build and maintain the company’s expanding worldwide banking network
Develop robust analytics and reports to help optimize treasury processes and operations
Research and resolve inquiries regarding global cash activities
Support accounting, finance, tax, legal, FP&A, operations, and other internal teams with projects and initiatives relating to cash, bank accounts, and treasury activities
Reconcile bank accounts, monitor banking fees, executing letters of credit, and initiating external payments
Ownership of internal banking controls (maintain segregation of duties controls, user access reviews, compliance with authorized signers, etc.)
Navigate and find improvement opportunities for SpaceX's evolving banking landscape
Play an important role in building best-in-class treasury infrastructure to support Starlink's global expansion","Bachelor's degree
4+ years of corporate treasury or treasury operations banking experience
PREFERRED SKILLS AND EXPERIENCE:
Bachelor’s degree in finance, accounting, economics, or business
Experience with Microsoft Excel and PowerPoint
Experience with treasury management systems and online banking platforms
Experience with payments and cash transfers and related procedures, controls and systems
CTP (Certified Treasury Professional)
Strong written and verbal communication skills
Ability to handle multiple tasks under tight deadlines
Strong attention to detail","Willingness to work long hours and weekend when needed to meet critical deadlines
This position is based in Hawthorne, CA and requires being onsite - remote or hybrid work will not be considered
Pay Range:
Level 3: $120,000.00 - $175,000.00
Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience.
Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will be eligible for 10 or more paid holidays per year. Employees accrue paid sick leave pursuant to Company policy which satisfies or exceeds the accrual, carryov",2026-09-14_15-21-45,2026-09-14,2026-09-14,True
"Sr. Water Treatment Engineer, Solar Cell Factory (Starlink)","Bastrop, TX",SpaceX,Engineering - Materials,https://boards.greenhouse.io/spacex/jobs/8558147002?gh_jid=8558147002,"Demonstrate extreme ownership in the construction, activation, and operation of a new commercial ultrapure process water treatment facility
Design, implement, and productionize mechanical and fluid systems that meet SpaceX and regulatory requirements
Interpret lab analysis, data streams, and operator feedback to effectively maintain safe and effective plant operations
Develop, implement, maintain, and improve operational procedures, methods, and process equipment
Form strong partnerships with internal and external counterparts, including but not limited to manufacturing operations and engineering, environment health and safety (EHS), facilities construction and maintenance teams, representatives of regulatory bodies, OEM equipment manufactures, and supplier representatives
Identify and champion continuous improvement projects
Develop project plans, budgets, and cost/benefit analysis for implementation of new processes or machines
Monitor and communicate area status and risks","Bachelor's degree in an engineering, math, or science discipline
5+ years of experience in a manufacturing environment or with fluids/mechanical/electromechanical design and analysis (internship or project team experience is applicable)
PREFERRED SKILLS AND EXPERIENCE:
7+ years hands-on project experience in wastewater treatment
Experience with process parameters and engineering units for temperature, pressure, flow, and power
Ability to read and understand process PFDs, P&IDs, 2D and 3D CAD drawings, construction drawings, and BOMs
Experience with mechanical equipment and systems requiring the isolation of the malfunction, disassembly of industrial machinery, and repair/replacement of bearings, gears, structural components
Experience with lock out tag out, job hazard analysis, and hot work permitting
Experience applying lean manufacturing principles
Experience taking products from research and development into production","Able to work all shifts and available for weekends as needed
Standing for long periods of time, climbing up and down ladders, bending, grasping, sitting, pulling, pushing, stooping, and stretching may be required to perform the functions of this position
Able to lift up to 25lbs. unassisted
Able to work outside with hand tools
Able to stand, climb, walk and work with object overhead
ITAR REQUIREMENTS:
To conform to U.S. Government export regulations, applicant must be a (i) U.S. citizen or national, (ii) U.S. lawful, permanent resident (aka green card holder), (iii) Refugee under 8 U.S.C. § 1157, or (iv) Asylee under 8 U.S.C. § 1158, or be eligible to obtain the required authorizations from the U.S. Department of State. Learn more about the ITAR here.
SpaceX is an Equal Opportunity Employer; employment with SpaceX is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected status.
Applicants wishing to view a copy of SpaceX’s",2026-09-14_15-21-46,2026-09-14,2026-09-14,True
Sr. Welding Engineer,"Hawthorne, CA",SpaceX,Engineering - Materials,https://boards.greenhouse.io/spacex/jobs/8616920002?gh_jid=8616920002,"Develop, optimize, and qualify weld processes and parameters for multiple welding processes including but not limited to: electron beam welding, laser beam welding, gas tungsten arc welding, orbital tube welding, resistance welding, gas metal arc welding, friction stir welding, and plasma arc welding
Support production operations on full scale welded assemblies, providing direction to manufacturing engineers and welders on correct techniques in a fast paced manufacturing environment
Support design, manufacturing, and materials engineering with root cause analysis
Work closely with design, tooling, automation, and development engineers to improve welded designs for manufacturing
Set up welding qualification test campaigns and interpret mechanical testing and NDE results
Work closely with NDE personnel to interpret weld quality on development and flight hardware in addition to developing and implementing innovative state-of-the-art NDE techniques
Develop and implement improved process control where possible using test and NDE results as feedback loop
Set up automated welding solutions in an effort to drive process consistency
Scope out new welding technologies that may be employed to","Bachelor’s degree in an engineering discipline
5+ years of experience with hands-on fabrication, manufacturing, or testing experience of welded assemblies
PREFERRED SKILLS AND EXPERIENCE:
Master’s degree in welding engineering or related technical program
Hands on welding experience of stainless steel, nickel-based, titanium, copper, and aluminum alloys
Experience with brazing, joining, and metallographic interpretation
Fundamental understanding of welding processes including, but not limited to, electron beam, laser beam, plasma arc, resistance, friction-stir, gas tungsten arc, and gas metal arc
Robot programming experience for automated welding solutions
Tooling design experience for welded assemblies to reduce part distortion and improve part consistency
Understanding of weld strength testing methodologies, standards, and data acquisition systems used to make informed welding decisions (ASTM E8, E399, E740, ISO 15653, AWS D17.X, AWS C7.X, thermos-couples, strain gages, etc.)
Experience with root cause analysis and corrective actions including, but not limited to, optical and SEM fractography/metallography, hardness, chemical analysis, and mechanical testing
Self-motivated engine","Willing to work long hours and weekends as needed to support and maintain build schedules
Travel may be required to other SpaceX facilities in Texas and Washington state (up to 50%)
Ability to perform job duties that require standing, kneeling, crouching, twisting upper body, working in cramped positions in small openings and climbing hand over hand
Pay Range:
Level 3: $135,000.00 - $190,000.00
Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience.
Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will b",2026-09-14_15-21-46,2026-09-14,2026-09-14,True
Sr. Welding Engineer (Starship Components),"Hawthorne, CA",SpaceX,Engineering - Materials,https://boards.greenhouse.io/spacex/jobs/8614946002?gh_jid=8614946002,"Develop, optimize, and qualify weld processes and parameters for multiple welding processes including but not limited to electron beam welding, laser beam welding, gas tungsten arc welding, orbital tube welding, resistance welding, and gas metal arc welding
Support production operations on full scale welded assemblies, providing direction to production technicians, specialists, and welders on correct techniques in a fast paced manufacturing environment
Support design, manufacturing, and materials engineering with root cause analysis
Work closely with design, tooling, automation, and test engineers to improve welded designs for manufacturing
Set up welding qualification test campaigns and interpret mechanical testing and NDE results
Work closely with NDE personnel to interpret weld quality on development and flight hardware in addition to developing and implementing innovative state-of-the-art NDE techniques
Develop and implement improved process control where possible using test and NDE results as feedback loop
Set up automated welding solutions in an effort to drive process consistency
Scope out new welding technologies that may be employed to improve rate/quality/efficiency","Bachelor’s degree in an engineering discipline
5+ years of experience with hands-on fabrication, manufacturing, or testing experience with welded assemblies
PREFERRED SKILLS AND EXPERIENCE:
Advanced degree in welding engineering, materials science and engineering, mechanical engineering, aerospace engineering, or physics
Expertise and engineering knowledge in tooling, automation, welding engineering, components design, and/or components manufacturing
Expertise in welding processes such as laser, electron beam, OTW, GTAW, and GMAW, preferably with stainless steel and nickel alloys
CNC and/or Robot programming experience for automated welding solutions
Tooling design experience for welded assemblies to reduce part distortion and improve part consistency
Understanding of weld strength testing methodologies, standards, and data acquisition systems used to make informed welding decisions (ASTM E8, E399, E740, ISO 15653, AWS D17.X, AWS C7.X, thermos-couples, strain gages, etc.)
Experience with root cause analysis and corrective actions, including, but not limited to, optical and SEM fractography/metallography, hardness, chemical analysis, and mechanical testing
Self-motivated engineer wi","Must be able to work extended hours and weekends as needed
Must be able to travel for business needs – up to 25%
Pay Range:
Level 3: $135,000.00 - $190,000.00
Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience.
Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will be eligible for 10 or more paid holidays per year. Employees accrue paid sick leave pursuant to Company policy which satisfies or exceeds the accrual, carryover, and use requirements of the law.
ITAR REQUIREMENTS:
To conform to U.S. Governm",2026-09-14_15-21-47,2026-09-14,2026-09-14,True
"Sr. Wet Process Equipment Engineer, Solar Cells (Starlink)","Bastrop, TX",SpaceX,Engineering - Materials,https://boards.greenhouse.io/spacex/jobs/8700413002?gh_jid=8700413002,"Work with facilities and process engineering teams to install, qualify, maintain, and continuously improve high-throughput texturing and preclean equipment for heterojunction silicon solar cell manufacturing
Drive equipment reliability and uptime to support very large volume production with minimal downtime. Run experiments and analyze data to improve capacity (UPH), reduce tool-to-tool variation, and improve defect performance
Develop and execute robust preventive and predictive maintenance strategies, spare parts programs, and tool matching protocols for high-volume manufacturing
Lead root cause analysis and corrective actions on all equipment-related issues, including chemical delivery systems, pumps, filtration, temperature control, robotics/automation, wet benches, and exhaust/abatement systems
Partner closely with Process Engineers to implement new process requirements on existing and future equipment platforms
Evaluate and select next-generation high-throughput texturing tools capable of supporting 1GW+ per tool scale production
Work with vendors on equipment design improvements, upgrades, and custom solutions tailored to heterojunction solar cell requirements
Establish equi","Bachelor’s degree in Mechanical Engineering, Electrical Engineering, Chemical Engineering, Materials Science, or related technical discipline
5+ years of hands-on experience owning and maintaining chemical process equipment in a high-volume semiconductor, solar manufacturing, or related environment
Experience handling flammable, toxic, corrosive, and/or hazardous chemicals and gases safely
PREFERRED SKILLS AND EXPERIENCE:
7+ years of hands-on experience owning and maintaining chemical process equipment in a high-volume semiconductor or solar manufacturing environment
Strong technical expertise in chemical delivery systems, wet process equipment, pumps, filtration, temperature control hardware, robotics, and automation
Demonstrated success improving equipment uptime and reliability in a 24/7 high-volume production setting
Experience with heterojunction (HJT) silicon solar cell manufacturing equipment
Previous work at high-volume solar, semiconductor, or display manufacturing facilities (multi-GW or 300mm fab experience is a plus)
Deep knowledge of texturing tool architecture and subsystems
Experience with chemical concentration control, bath lifetime optimization, rinse systems, dry","Must be able to work extended hours and weekends as needed to support production and urgent equipment downtime situations
Ability to lift 25 lbs unassisted, work in cleanroom environments, and move between multiple production areas
Willingness to travel domestically and internationally to vendor sites (up to 20%)
ITAR REQUIREMENTS:
To conform to U.S. Government export regulations, applicant must be a (i) U.S. citizen or national, (ii) U.S. lawful, permanent resident (aka green card holder), (iii) Refugee under 8 U.S.C. § 1157, or (iv) Asylee under 8 U.S.C. § 1158, or be eligible to obtain the required authorizations from the U.S. Department of State. Learn more about the ITAR here.
SpaceX is an Equal Opportunity Employer; employment with SpaceX is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected status.
Applicants wishing to view a copy of SpaceX’s Affirmative Action Plan for veterans and individuals with disabilities",2026-09-14_15-21-48,2026-09-14,2026-09-14,True
